USER_ID,AGE_GROUP,GENDER,COUNTRY,INTERESTS
2519,56+,M,FR,Home & Kitchen
2520,18-25,F,CA,Books;Fashion;Home & Kitchen
2521,36-45,M,US,Toys & Games;Sports;Books
2522,56+,M,DE,Sports;Books
2523,46-55,F,US,Electronics;Sports
2524,46-55,M,UK,Electronics
2525,46-55,M,DE,Fashion
2526,56+,F,US,Home & Kitchen;Electronics
2527,26-35,M,FR,Electronics;Home & Kitchen;Books
2528,56+,M,US,Toys & Games
2529,56+,M,DE,Toys & Games
2530,18-25,M,DE,Electronics
2531,36-45,M,US,Sports
2532,56+,F,DE,Electronics
2533,56+,F,JP,Electronics;Fashion;Toys & Games
2534,36-45,M,UK,Toys & Games;Electronics;Home & Kitchen
2535,46-55,F,DE,Toys & Games
2536,36-45,M,FR,Fashion
2537,56+,F,US,Toys & Games;Books;Sports
2538,26-35,M,JP,Electronics;Toys & Games
2539,18-25,M,FR,Home & Kitchen;Sports;Electronics
2540,18-25,M,CA,Sports;Toys & Games
2541,36-45,F,DE,Home & Kitchen
2542,36-45,F,UK,Sports;Home & Kitchen;Fashion
2543,46-55,M,UK,Toys & Games;Home & Kitchen
2544,18-25,F,US,Fashion
2545,36-45,M,CA,Electronics;Sports;Home & Kitchen
2546,56+,M,US,Toys & Games;Books
2547,56+,M,US,Books
2548,26-35,F,UK,Electronics;Toys & Games;Sports
2549,26-35,F,CA,Sports;Electronics
2550,36-45,M,JP,Books;Toys & Games;Sports
2551,46-55,F,UK,Books;Electronics
2552,46-55,M,UK,Sports
2553,46-55,F,US,Electronics;Fashion
2554,46-55,F,UK,Sports;Books;Fashion
2555,18-25,M,US,Books
2556,46-55,M,US,Toys & Games;Home & Kitchen
2557,26-35,M,US,Home & Kitchen;Sports;Toys & Games
2558,26-35,M,US,Electronics;Fashion
2559,18-25,M,CA,Sports;Fashion
2560,36-45,F,DE,Sports
2561,56+,M,FR,Sports
2562,26-35,M,FR,Fashion;Home & Kitchen
2563,26-35,F,UK,Toys & Games;Home & Kitchen;Books
2564,18-25,M,DE,Books;Home & Kitchen;Sports
2565,26-35,F,FR,Fashion
2566,56+,F,DE,Fashion;Electronics
2567,18-25,F,US,Home & Kitchen
2568,46-55,M,CA,Books
2569,46-55,M,CA,Books;Sports
2570,46-55,M,UK,Electronics;Books;Toys & Games
2571,56+,M,US,Fashion;Home & Kitchen
2572,36-45,M,FR,Sports;Books
2573,26-35,F,DE,Books;Toys & Games;Electronics
2574,56+,M,JP,Toys & Games;Fashion
2575,36-45,M,JP,Electronics;Home & Kitchen
2576,18-25,F,FR,Books
2577,56+,F,JP,Books
2578,18-25,F,FR,Toys & Games;Fashion;Books
2579,36-45,F,FR,Books;Sports;Electronics
2580,56+,F,UK,Home & Kitchen;Fashion
2581,26-35,M,JP,Toys & Games;Books
2582,36-45,F,UK,Sports;Toys & Games
2583,26-35,F,CA,Home & Kitchen
2584,18-25,F,US,Toys & Games;Home & Kitchen;Electronics
2585,26-35,M,CA,Books;Home & Kitchen;Sports
2586,56+,M,FR,Fashion
2587,56+,F,DE,Toys & Games;Sports
2588,46-55,F,FR,Sports;Home & Kitchen;Electronics
2589,26-35,F,DE,Fashion
2590,46-55,M,FR,Electronics;Home & Kitchen
2591,36-45,F,DE,Home & Kitchen
2592,18-25,M,DE,Books;Electronics;Sports
2593,36-45,M,US,Toys & Games;Books
2594,18-25,F,CA,Electronics
2595,26-35,M,CA,Sports
2596,56+,M,CA,Toys & Games;Sports
2597,26-35,F,CA,Books
2598,18-25,F,FR,Home & Kitchen
2599,46-55,F,FR,Toys & Games;Electronics
2600,18-25,M,US,Sports;Toys & Games
2601,46-55,M,JP,Toys & Games
2602,36-45,F,UK,Electronics
2603,56+,F,CA,Sports;Home & Kitchen
2604,36-45,M,FR,Electronics
2605,26-35,F,DE,Electronics
2606,46-55,M,UK,Books;Sports
2607,46-55,F,JP,Home & Kitchen;Toys & Games
2608,36-45,F,UK,Sports
2609,56+,F,CA,Fashion;Sports
2610,56+,M,US,Home & Kitchen;Sports;Fashion
2611,36-45,M,CA,Electronics;Books
2612,56+,M,FR,Fashion;Electronics
2613,26-35,M,CA,Books;Toys & Games;Home & Kitchen
2614,18-25,F,CA,Home & Kitchen;Fashion;Electronics
2615,46-55,F,FR,Electronics
2616,46-55,F,FR,Sports;Home & Kitchen;Fashion
2617,46-55,M,US,Toys & Games
2618,18-25,M,JP,Home & Kitchen
2619,26-35,M,JP,Books
2620,36-45,M,UK,Toys & Games
2621,56+,M,UK,Books;Toys & Games
2622,56+,F,DE,Sports;Electronics;Books
2623,18-25,M,JP,Home & Kitchen
2624,46-55,M,JP,Sports
2625,56+,M,CA,Home & Kitchen
2626,36-45,M,JP,Toys & Games;Electronics;Books
2627,56+,M,FR,Electronics;Toys & Games;Books
2628,46-55,M,UK,Books;Sports
2629,36-45,M,JP,Home & Kitchen;Fashion;Electronics
2630,46-55,F,JP,Books
2631,46-55,F,UK,Electronics;Sports;Toys & Games
2632,18-25,F,UK,Electronics
2633,46-55,F,DE,Home & Kitchen;Toys & Games;Sports
2634,36-45,M,JP,Books
2635,18-25,F,US,Home & Kitchen;Books;Toys & Games
2636,18-25,M,UK,Fashion;Sports
2637,36-45,F,DE,Toys & Games;Electronics
2638,18-25,M,US,Sports;Home & Kitchen;Books
2639,36-45,M,JP,Sports
2640,56+,F,FR,Fashion
2641,18-25,F,JP,Electronics;Home & Kitchen;Sports
2642,56+,M,FR,Books
2643,18-25,M,CA,Books;Home & Kitchen
2644,46-55,F,DE,Toys & Games;Home & Kitchen
2645,36-45,M,DE,Electronics;Toys & Games;Home & Kitchen
2646,46-55,M,US,Books;Home & Kitchen
2647,56+,M,JP,Electronics;Sports
2648,36-45,M,UK,Sports;Toys & Games
2649,36-45,M,FR,Books
2650,56+,M,FR,Books;Fashion
2651,36-45,M,JP,Sports;Electronics
2652,36-45,M,JP,Sports
2653,18-25,M,FR,Fashion
2654,26-35,F,US,Electronics;Fashion
2655,46-55,M,DE,Toys & Games;Home & Kitchen;Sports
2656,26-35,M,FR,Toys & Games;Fashion
2657,36-45,M,US,Sports;Home & Kitchen;Toys & Games
2658,26-35,M,CA,Home & Kitchen;Sports
2659,18-25,F,US,Books;Toys & Games
2660,56+,F,UK,Toys & Games
2661,56+,M,DE,Sports
2662,26-35,F,JP,Books
2663,18-25,F,FR,Fashion;Sports
2664,56+,M,DE,Books
2665,26-35,M,DE,Fashion;Electronics
2666,26-35,F,FR,Sports;Fashion;Electronics
2667,46-55,M,UK,Sports;Fashion;Home & Kitchen
2668,18-25,F,JP,Fashion;Toys & Games
2669,46-55,M,CA,Fashion
2670,26-35,M,CA,Home & Kitchen;Fashion;Electronics
2671,46-55,M,CA,Home & Kitchen;Sports;Fashion
2672,46-55,F,FR,Electronics;Toys & Games;Home & Kitchen
2673,26-35,F,US,Toys & Games;Books
2674,56+,F,FR,Fashion
2675,36-45,F,US,Home & Kitchen;Toys & Games
2676,56+,M,JP,Toys & Games;Sports
2677,18-25,F,FR,Toys & Games
2678,56+,M,UK,Fashion;Electronics
2679,26-35,M,UK,Toys & Games
2680,46-55,M,DE,Toys & Games
2681,18-25,F,DE,Toys & Games;Books;Fashion
2682,18-25,M,DE,Home & Kitchen;Fashion;Toys & Games
2683,18-25,F,DE,Books;Toys & Games
2684,46-55,M,DE,Home & Kitchen
2685,56+,F,JP,Electronics
2686,46-55,F,FR,Toys & Games
2687,36-45,M,CA,Books;Toys & Games
2688,18-25,M,JP,Books;Home & Kitchen;Fashion
2689,26-35,F,UK,Sports;Electronics
2690,46-55,F,US,Books;Home & Kitchen
2691,18-25,M,FR,Books;Home & Kitchen;Toys & Games
2692,46-55,M,CA,Electronics
2693,46-55,M,FR,Books;Sports;Fashion
2694,56+,M,CA,Home & Kitchen;Books;Toys & Games
2695,46-55,M,UK,Electronics;Toys & Games
2696,26-35,M,US,Toys & Games;Sports;Books
2697,36-45,F,CA,Toys & Games;Home & Kitchen
2698,36-45,M,UK,Fashion
2699,46-55,M,UK,Home & Kitchen;Sports;Toys & Games
2700,46-55,F,CA,Sports;Books
2701,46-55,M,US,Books;Sports
2702,36-45,M,JP,Home & Kitchen
2703,46-55,M,US,Home & Kitchen;Sports
2704,56+,F,CA,Sports;Books;Home & Kitchen
2705,46-55,F,UK,Home & Kitchen;Books;Electronics
2706,26-35,F,US,Home & Kitchen
2707,26-35,M,FR,Fashion;Home & Kitchen
2708,36-45,M,CA,Sports;Books
2709,26-35,F,UK,Electronics;Fashion
2710,36-45,F,UK,Books
2711,26-35,M,CA,Toys & Games;Fashion;Home & Kitchen
2712,36-45,M,FR,Toys & Games;Sports
2713,18-25,M,US,Home & Kitchen
2714,26-35,F,US,Books
2715,46-55,F,DE,Fashion;Sports
2716,36-45,F,DE,Electronics;Sports
2717,36-45,M,FR,Sports
2718,56+,F,UK,Books;Home & Kitchen;Electronics
2719,18-25,F,UK,Toys & Games;Electronics
2720,18-25,M,US,Sports;Fashion
2721,46-55,F,FR,Books;Sports;Toys & Games
2722,36-45,M,US,Books;Home & Kitchen
2723,18-25,F,CA,Sports;Electronics;Toys & Games
2724,18-25,F,FR,Sports;Toys & Games;Books
2725,56+,M,US,Books;Fashion
2726,46-55,F,CA,Toys & Games;Home & Kitchen
2727,46-55,F,CA,Fashion;Electronics;Toys & Games
2728,18-25,M,UK,Electronics;Fashion
2729,26-35,F,UK,Sports;Home & Kitchen;Electronics
2730,56+,M,JP,Sports;Toys & Games
2731,26-35,F,CA,Fashion
2732,56+,M,US,Home & Kitchen;Books;Electronics
2733,26-35,F,CA,Fashion;Home & Kitchen;Electronics
2734,46-55,F,JP,Fashion;Sports
2735,36-45,M,US,Books;Sports
2736,46-55,F,UK,Fashion;Books;Electronics
2737,18-25,F,JP,Sports;Home & Kitchen;Toys & Games
2738,26-35,M,UK,Home & Kitchen
2739,18-25,M,JP,Toys & Games;Home & Kitchen;Electronics
2740,46-55,F,UK,Sports;Toys & Games;Electronics
2741,26-35,M,US,Sports
2742,56+,F,DE,Home & Kitchen;Sports
2743,36-45,F,DE,Electronics;Toys & Games;Home & Kitchen
2744,46-55,M,CA,Toys & Games
2745,46-55,F,UK,Electronics;Fashion;Toys & Games
2746,36-45,F,UK,Toys & Games;Books
2747,46-55,F,US,Fashion;Sports;Electronics
2748,26-35,M,CA,Books;Toys & Games
2749,26-35,M,UK,Books
2750,46-55,F,UK,Electronics
2751,26-35,M,JP,Home & Kitchen;Toys & Games;Fashion
2752,46-55,F,UK,Home & Kitchen
2753,46-55,M,UK,Electronics;Toys & Games;Sports
2754,56+,F,DE,Fashion
2755,36-45,M,CA,Electronics;Books;Toys & Games
2756,26-35,M,CA,Electronics
2757,36-45,F,DE,Toys & Games;Electronics;Home & Kitchen
2758,56+,F,CA,Fashion;Toys & Games;Sports
2759,18-25,F,CA,Sports;Home & Kitchen
2760,46-55,F,CA,Fashion
2761,26-35,F,CA,Toys & Games
2762,18-25,F,US,Books
2763,18-25,M,US,Toys & Games;Electronics;Books
2764,26-35,F,DE,Toys & Games;Books
2765,18-25,F,CA,Electronics;Sports
2766,46-55,M,DE,Toys & Games;Electronics
2767,46-55,F,US,Electronics
2768,46-55,F,DE,Toys & Games;Books;Sports
2769,56+,M,UK,Books
2770,18-25,F,UK,Fashion;Electronics;Toys & Games
2771,46-55,M,UK,Sports;Home & Kitchen
2772,56+,F,FR,Sports;Toys & Games
2773,46-55,M,DE,Books;Fashion
2774,46-55,M,US,Fashion
2775,26-35,F,UK,Books;Electronics
2776,46-55,F,FR,Fashion;Home & Kitchen;Electronics
2777,46-55,F,CA,Home & Kitchen;Electronics
2778,46-55,M,CA,Home & Kitchen;Fashion;Books
2779,46-55,F,DE,Toys & Games
2780,46-55,M,FR,Electronics;Sports;Toys & Games
2781,36-45,M,JP,Fashion;Electronics
2782,36-45,F,FR,Fashion;Toys & Games
2783,56+,F,FR,Toys & Games
2784,56+,F,US,Toys & Games;Electronics
2785,56+,F,US,Sports;Fashion
2786,36-45,F,CA,Books
2787,56+,M,FR,Toys & Games;Fashion;Books
2788,26-35,M,JP,Home & Kitchen;Electronics
2789,18-25,F,JP,Toys & Games;Fashion
2790,26-35,F,JP,Electronics;Sports
2791,18-25,F,JP,Books;Toys & Games
2792,18-25,M,US,Books
2793,46-55,M,DE,Fashion
2794,56+,F,JP,Toys & Games
2795,18-25,M,US,Toys & Games;Sports
2796,46-55,M,UK,Books
2797,26-35,M,US,Sports;Home & Kitchen;Electronics
2798,46-55,F,UK,Fashion;Toys & Games
2799,18-25,M,JP,Toys & Games;Home & Kitchen
2800,46-55,M,FR,Home & Kitchen;Sports;Books
2801,46-55,M,JP,Fashion;Books;Sports
2802,26-35,M,JP,Books
2803,26-35,F,UK,Toys & Games;Home & Kitchen
2804,18-25,M,FR,Electronics
2805,46-55,F,UK,Fashion;Books
2806,36-45,F,JP,Toys & Games;Books;Sports
2807,46-55,F,CA,Toys & Games
2808,18-25,F,UK,Toys & Games;Books
2809,36-45,M,CA,Toys & Games;Books
2810,46-55,M,US,Sports;Books
2811,26-35,M,UK,Books
2812,18-25,F,DE,Fashion;Electronics
2813,46-55,F,DE,Fashion;Toys & Games
2814,26-35,M,CA,Sports;Fashion;Home & Kitchen
2815,18-25,M,UK,Toys & Games;Electronics
2816,36-45,F,FR,Toys & Games;Books
2817,36-45,M,JP,Sports;Books;Electronics
2818,18-25,F,JP,Books
2819,26-35,M,DE,Electronics
2820,36-45,F,FR,Toys & Games;Fashion;Electronics
2821,18-25,M,US,Electronics;Fashion
2822,46-55,M,JP,Home & Kitchen
2823,18-25,F,DE,Home & Kitchen
2824,18-25,M,DE,Fashion;Toys & Games;Electronics
2825,18-25,F,DE,Electronics;Books;Home & Kitchen
2826,26-35,M,US,Home & Kitchen
2827,56+,F,JP,Sports;Fashion
2828,46-55,F,US,Sports;Home & Kitchen
2829,26-35,M,US,Books
2830,18-25,M,DE,Toys & Games
2831,46-55,F,US,Toys & Games;Home & Kitchen;Books
2832,26-35,F,UK,Fashion
2833,36-45,M,JP,Fashion;Toys & Games
2834,46-55,M,FR,Sports;Books;Toys & Games
2835,56+,F,JP,Electronics;Books
2836,56+,M,JP,Books;Sports;Fashion
2837,46-55,M,US,Toys & Games;Electronics
2838,46-55,M,UK,Electronics;Books
2839,18-25,M,US,Toys & Games
2840,18-25,F,DE,Fashion;Electronics;Toys & Games
2841,18-25,M,UK,Toys & Games
2842,46-55,M,UK,Fashion;Toys & Games;Home & Kitchen
2843,56+,M,UK,Sports
2844,36-45,M,UK,Electronics;Books;Home & Kitchen
2845,56+,F,UK,Electronics;Toys & Games
2846,18-25,M,CA,Fashion
2847,26-35,F,FR,Sports
2848,56+,M,JP,Books;Toys & Games
2849,18-25,M,UK,Books;Electronics;Toys & Games
2850,46-55,F,UK,Toys & Games;Fashion;Home & Kitchen
2851,36-45,F,FR,Sports
2852,26-35,M,US,Electronics;Toys & Games
2853,56+,F,FR,Electronics;Fashion;Books
2854,18-25,F,UK,Sports
2855,56+,M,DE,Toys & Games;Sports;Electronics
2856,36-45,F,UK,Toys & Games
2857,26-35,M,CA,Toys & Games;Sports;Home & Kitchen
2858,56+,M,CA,Sports;Electronics;Books
2859,36-45,M,CA,Home & Kitchen;Electronics;Sports
2860,26-35,F,JP,Toys & Games
2861,56+,F,FR,Home & Kitchen;Books
2862,18-25,M,CA,Books;Electronics;Toys & Games
2863,36-45,M,JP,Home & Kitchen;Electronics;Fashion
2864,18-25,M,DE,Home & Kitchen
2865,36-45,M,CA,Home & Kitchen;Sports;Toys & Games
2866,18-25,F,DE,Books;Electronics;Toys & Games
2867,18-25,F,UK,Home & Kitchen;Sports
2868,56+,F,UK,Sports
2869,56+,F,CA,Toys & Games;Fashion;Books
2870,18-25,F,US,Electronics;Fashion
2871,36-45,M,FR,Home & Kitchen
2872,56+,F,FR,Books;Sports
2873,56+,F,UK,Toys & Games;Fashion;Home & Kitchen
2874,18-25,M,UK,Home & Kitchen
2875,36-45,M,CA,Home & Kitchen;Electronics
2876,18-25,F,US,Fashion;Home & Kitchen
2877,46-55,M,FR,Books;Fashion
2878,18-25,M,FR,Books
2879,36-45,F,DE,Toys & Games;Fashion
2880,56+,M,US,Sports;Fashion
2881,56+,F,FR,Electronics;Sports
2882,26-35,F,JP,Electronics
2883,18-25,F,CA,Sports;Toys & Games;Books
2884,56+,M,JP,Electronics
2885,46-55,M,CA,Electronics;Books
2886,56+,M,FR,Electronics;Sports;Fashion
2887,46-55,M,FR,Electronics
2888,56+,M,CA,Books;Electronics
2889,56+,M,UK,Home & Kitchen;Books
2890,36-45,M,US,Fashion;Electronics;Toys & Games
2891,56+,F,CA,Books;Toys & Games
2892,46-55,F,JP,Toys & Games;Books;Electronics
2893,36-45,F,US,Fashion;Toys & Games
2894,56+,F,JP,Fashion
2895,36-45,F,FR,Home & Kitchen
2896,56+,F,US,Home & Kitchen
2897,26-35,M,CA,Fashion;Sports;Electronics
2898,36-45,F,JP,Sports;Toys & Games
2899,46-55,F,DE,Toys & Games;Electronics
2900,26-35,M,JP,Toys & Games;Electronics
2901,56+,F,JP,Sports
2902,56+,M,FR,Books;Fashion;Home & Kitchen
2903,26-35,M,US,Toys & Games
2904,18-25,M,FR,Fashion;Toys & Games;Books
2905,26-35,M,US,Sports
2906,46-55,F,CA,Fashion;Books;Electronics
2907,56+,M,FR,Electronics
2908,36-45,F,CA,Home & Kitchen;Fashion;Sports
2909,18-25,M,CA,Toys & Games;Electronics;Books
2910,36-45,M,US,Sports;Home & Kitchen
2911,26-35,M,FR,Electronics;Home & Kitchen;Books
2912,56+,M,FR,Toys & Games
2913,46-55,F,FR,Books;Sports;Electronics
2914,26-35,F,DE,Home & Kitchen
2915,26-35,F,FR,Books;Home & Kitchen;Fashion
2916,36-45,M,JP,Electronics;Toys & Games
2917,36-45,F,CA,Toys & Games;Electronics;Fashion
2918,56+,F,US,Fashion;Home & Kitchen;Sports
2919,36-45,M,FR,Fashion;Electronics;Home & Kitchen
2920,18-25,F,DE,Electronics
2921,56+,M,DE,Books
2922,46-55,M,CA,Books;Sports
2923,18-25,F,DE,Books;Electronics
2924,26-35,M,US,Fashion;Books
2925,36-45,M,JP,Toys & Games
2926,46-55,F,FR,Books;Electronics
2927,56+,F,FR,Books;Toys & Games;Fashion
2928,36-45,F,US,Books;Electronics
2929,18-25,F,DE,Sports;Home & Kitchen;Fashion
2930,26-35,M,DE,Books;Fashion;Sports
2931,26-35,M,FR,Toys & Games
2932,36-45,F,DE,Fashion
2933,56+,M,US,Sports;Toys & Games;Fashion
2934,56+,M,JP,Electronics;Sports;Books
2935,36-45,F,UK,Books
2936,36-45,M,DE,Electronics
2937,36-45,F,US,Home & Kitchen
2938,46-55,F,US,Home & Kitchen
2939,36-45,M,US,Sports
2940,46-55,F,US,Home & Kitchen;Books
2941,18-25,F,DE,Toys & Games;Books;Home & Kitchen
2942,36-45,F,UK,Sports;Fashion
2943,36-45,M,US,Fashion;Toys & Games;Books
2944,56+,F,FR,Fashion
2945,36-45,M,CA,Electronics;Books
2946,46-55,M,FR,Books;Electronics
2947,46-55,F,CA,Fashion;Toys & Games;Home & Kitchen
2948,36-45,M,JP,Electronics;Books;Fashion
2949,46-55,M,CA,Electronics;Home & Kitchen;Fashion
2950,36-45,F,CA,Books;Sports;Home & Kitchen
2951,18-25,F,CA,Sports;Home & Kitchen;Books
2952,46-55,F,JP,Sports
2953,46-55,M,UK,Sports;Electronics
2954,46-55,M,UK,Sports;Home & Kitchen;Books
2955,46-55,F,CA,Electronics;Home & Kitchen;Books
2956,36-45,F,JP,Books;Toys & Games
2957,36-45,M,JP,Electronics
2958,18-25,M,DE,Sports;Fashion;Home & Kitchen
2959,36-45,M,JP,Sports
2960,46-55,M,DE,Toys & Games
2961,18-25,F,UK,Sports
2962,26-35,F,CA,Sports;Electronics;Books
2963,56+,M,JP,Fashion;Electronics
2964,18-25,M,JP,Books;Sports
2965,56+,M,JP,Electronics;Home & Kitchen
2966,46-55,F,UK,Toys & Games
2967,26-35,M,UK,Home & Kitchen;Sports
2968,56+,M,JP,Electronics
2969,18-25,M,UK,Home & Kitchen;Electronics
2970,36-45,M,FR,Fashion;Electronics
2971,56+,F,CA,Toys & Games
2972,36-45,M,UK,Books
2973,56+,M,UK,Fashion;Books
2974,46-55,F,JP,Sports;Fashion
2975,36-45,F,UK,Electronics;Toys & Games
2976,26-35,M,CA,Electronics;Toys & Games;Fashion
2977,18-25,M,FR,Home & Kitchen;Electronics;Fashion
2978,26-35,M,FR,Fashion;Electronics;Books
2979,56+,M,JP,Home & Kitchen;Toys & Games;Electronics
2980,56+,M,CA,Toys & Games;Home & Kitchen
2981,26-35,M,US,Sports;Electronics;Books
2982,56+,M,FR,Toys & Games
2983,46-55,F,DE,Toys & Games;Sports
2984,18-25,F,FR,Electronics
2985,46-55,M,JP,Books
2986,36-45,F,CA,Sports;Toys & Games;Home & Kitchen
2987,18-25,F,FR,Fashion;Sports
2988,18-25,M,FR,Toys & Games
2989,56+,M,JP,Books;Toys & Games;Home & Kitchen
2990,36-45,F,FR,Home & Kitchen
2991,26-35,F,FR,Fashion;Sports
2992,36-45,F,UK,Sports;Home & Kitchen;Books
2993,26-35,M,DE,Toys & Games;Books
2994,36-45,F,DE,Toys & Games;Books
2995,36-45,F,US,Fashion;Toys & Games;Sports
2996,26-35,F,US,Electronics;Toys & Games;Fashion
2997,46-55,M,CA,Toys & Games;Sports;Electronics
2998,56+,M,FR,Home & Kitchen;Sports
2999,56+,F,UK,Books;Fashion;Home & Kitchen
3000,56+,M,JP,Sports
3001,26-35,F,JP,Electronics;Fashion
3002,56+,F,DE,Home & Kitchen
3003,18-25,M,FR,Home & Kitchen
3004,36-45,M,CA,Electronics;Toys & Games;Books
3005,26-35,F,US,Home & Kitchen;Books;Fashion
3006,26-35,M,FR,Home & Kitchen;Sports
3007,18-25,M,UK,Toys & Games
3008,36-45,M,FR,Home & Kitchen;Electronics
3009,56+,F,UK,Home & Kitchen
3010,26-35,F,DE,Home & Kitchen
3011,26-35,M,FR,Fashion;Books;Toys & Games
3012,26-35,F,US,Electronics;Home & Kitchen;Sports
3013,26-35,F,DE,Home & Kitchen
3014,26-35,M,US,Home & Kitchen;Books;Toys & Games
3015,26-35,M,JP,Sports;Fashion;Books
3016,18-25,F,UK,Toys & Games;Sports
3017,26-35,F,DE,Sports;Fashion;Books
3018,46-55,M,CA,Electronics;Toys & Games;Home & Kitchen
3019,36-45,M,US,Toys & Games;Home & Kitchen
3020,36-45,F,US,Books;Sports
3021,56+,F,CA,Sports;Books;Toys & Games
3022,26-35,F,CA,Sports;Fashion
3023,26-35,F,CA,Electronics;Sports
3024,18-25,F,DE,Electronics
3025,46-55,M,UK,Toys & Games;Books
3026,36-45,F,CA,Fashion;Toys & Games;Electronics
3027,36-45,F,FR,Books;Toys & Games;Fashion
3028,56+,M,UK,Toys & Games;Fashion;Home & Kitchen
3029,26-35,F,FR,Sports
3030,18-25,F,US,Electronics;Sports;Fashion
3031,56+,M,JP,Books
3032,56+,M,CA,Sports;Home & Kitchen
3033,56+,M,CA,Toys & Games
3034,18-25,F,UK,Toys & Games
3035,18-25,M,JP,Toys & Games
3036,26-35,F,CA,Toys & Games;Electronics
3037,18-25,M,FR,Books
3038,56+,F,JP,Sports;Electronics;Fashion
3039,26-35,M,JP,Home & Kitchen
3040,56+,M,UK,Toys & Games;Fashion;Sports
3041,56+,M,CA,Sports;Electronics;Fashion
3042,36-45,M,JP,Fashion;Books
3043,18-25,M,UK,Fashion;Home & Kitchen
3044,36-45,M,FR,Toys & Games;Fashion
3045,36-45,M,JP,Toys & Games;Electronics
3046,56+,F,JP,Home & Kitchen;Toys & Games;Electronics
3047,18-25,F,FR,Fashion;Home & Kitchen
3048,56+,M,FR,Sports
3049,46-55,M,US,Books
3050,56+,M,FR,Sports;Electronics
3051,56+,M,UK,Home & Kitchen;Fashion;Electronics
3052,18-25,M,UK,Electronics;Fashion
3053,56+,M,FR,Fashion;Toys & Games
3054,56+,F,US,Home & Kitchen;Electronics;Fashion
3055,36-45,F,DE,Sports;Books;Fashion
3056,56+,F,FR,Sports;Fashion;Toys & Games
3057,18-25,F,JP,Home & Kitchen
3058,36-45,M,CA,Toys & Games
3059,26-35,F,CA,Sports
3060,26-35,F,US,Fashion
3061,56+,F,DE,Books;Toys & Games
3062,36-45,F,JP,Sports;Home & Kitchen
3063,46-55,M,FR,Fashion;Electronics;Home & Kitchen
3064,26-35,M,JP,Home & Kitchen;Electronics;Fashion
3065,36-45,F,DE,Books;Toys & Games;Sports
3066,26-35,M,US,Fashion
3067,36-45,F,DE,Electronics;Toys & Games;Fashion
3068,56+,F,FR,Home & Kitchen
3069,36-45,M,JP,Toys & Games
3070,36-45,F,UK,Sports
3071,18-25,F,JP,Sports
3072,56+,F,US,Electronics;Toys & Games;Fashion
3073,46-55,F,US,Electronics;Sports
3074,26-35,F,JP,Books
3075,36-45,M,CA,Books
3076,36-45,M,CA,Sports;Electronics
3077,56+,M,US,Sports;Fashion;Electronics
3078,18-25,F,JP,Fashion;Home & Kitchen
3079,26-35,F,FR,Fashion;Home & Kitchen;Sports
3080,46-55,F,CA,Home & Kitchen;Electronics
3081,36-45,F,US,Sports;Toys & Games;Electronics
3082,18-25,M,JP,Toys & Games
3083,26-35,M,CA,Books
3084,26-35,F,CA,Fashion;Books;Home & Kitchen
3085,46-55,F,DE,Fashion
3086,56+,F,DE,Electronics
3087,26-35,M,DE,Electronics;Fashion;Books
3088,26-35,F,CA,Home & Kitchen;Books;Electronics
3089,46-55,F,US,Home & Kitchen
3090,36-45,F,UK,Fashion
3091,56+,M,FR,Toys & Games
3092,46-55,M,JP,Toys & Games;Home & Kitchen;Fashion
3093,36-45,M,FR,Sports;Books;Home & Kitchen
3094,46-55,M,FR,Fashion
3095,46-55,M,DE,Sports;Home & Kitchen;Fashion
3096,46-55,M,CA,Books
3097,18-25,F,CA,Toys & Games
3098,46-55,M,US,Books;Toys & Games;Electronics
3099,36-45,M,US,Electronics;Fashion
3100,36-45,M,DE,Books;Home & Kitchen;Sports
3101,26-35,M,DE,Toys & Games;Books
3102,18-25,F,UK,Books;Fashion;Electronics
3103,36-45,M,DE,Books;Toys & Games
3104,18-25,M,JP,Electronics
3105,26-35,M,UK,Toys & Games
3106,18-25,M,US,Fashion
3107,36-45,M,US,Home & Kitchen;Fashion;Electronics
3108,56+,F,UK,Books;Sports;Electronics
3109,18-25,M,FR,Home & Kitchen
3110,18-25,M,FR,Sports
3111,56+,M,DE,Fashion;Sports
3112,46-55,M,JP,Electronics
3113,56+,M,UK,Electronics;Fashion;Toys & Games
3114,46-55,F,JP,Fashion
3115,56+,F,DE,Fashion;Electronics
3116,18-25,F,US,Electronics
3117,46-55,F,FR,Electronics;Sports
3118,46-55,F,CA,Sports
3119,56+,F,CA,Sports;Fashion
3120,18-25,M,CA,Electronics;Sports;Fashion
3121,18-25,M,DE,Sports;Toys & Games
3122,18-25,M,UK,Fashion;Sports;Books
3123,46-55,M,DE,Books;Home & Kitchen;Fashion
3124,46-55,M,CA,Books;Fashion;Electronics
3125,46-55,F,UK,Books;Electronics;Fashion
3126,18-25,F,UK,Books;Toys & Games;Electronics
3127,26-35,M,JP,Books;Home & Kitchen
3128,26-35,M,UK,Sports;Home & Kitchen;Toys & Games
3129,46-55,F,DE,Electronics;Books
3130,46-55,M,JP,Fashion
3131,18-25,F,DE,Fashion
3132,18-25,F,JP,Electronics;Fashion
3133,26-35,F,UK,Home & Kitchen;Toys & Games;Fashion
3134,26-35,F,US,Books;Sports;Fashion
3135,56+,M,FR,Home & Kitchen;Electronics;Sports
3136,18-25,M,US,Books;Electronics;Fashion
